,Unnamed: 0,Unnamed: 0.1,location,timestamp,tweet,tiny_tweet,tokens,stems
78222,78222,78222,"[,]",2020-05-11 15:17:11+00:00,💚 Cuarentena por siempre 💚,Cuarentena siempre,"['cuarentena', 'siempre']","['cuarenten', 'siempr']"
78248,78248,78248,"[,]",2020-05-11 15:19:30+00:00,@PilimbergoP Mucha gente ya terminó la cuarentena. No tenemos porque estar encerrados.,Mucha gente termin cuarentena tenemos porque estar encerrados,"['mucha', 'gente', 'termin', 'cuarentena', 'tenemos', 'porque', 'estar', 'encerrados']","['much', 'gent', 'termin', 'cuarenten', 'ten', 'porqu', 'estar', 'encerr']"
78260,78260,78260,"[,]",2020-05-11 15:19:53+00:00,@Pazmundial1996 T lo chupo hasta que termine la cuarentena,chupo hasta termine cuarentena,"['chupo', 'hasta', 'termine', 'cuarentena']","['chup', 'hast', 'termin', 'cuarenten']"
78310,78310,78310,"[,]",2020-05-11 15:22:44+00:00,@Fatinoriega Obvio esos hacemos todas!!!! Porque que crees q me acuesto a las 4 am 🤪 en cuarentena todo vale sin culpas,Obvio esos hacemos todas Porque crees acuesto cuarentena todo vale culpas,"['obvio', 'esos', 'hacemos', 'todas', 'porque', 'crees', 'acuesto', 'cuarentena', 'todo', 'vale', 'culpas']","['obvi', 'esos', 'hac', 'tod', 'porqu', 'cre', 'acuest', 'cuarenten', 'tod', 'val', 'culp']"
78344,78344,78344,"[,]",2020-05-11 15:24:18+00:00,Cuarentena me cagaste todo y a la vez no,Cuarentena cagaste todo,"['cuarentena', 'cagaste', 'todo']","['cuarenten', 'cag', 'tod']"
78572,78572,78572,"[,]",2020-05-11 15:47:43+00:00,"Juro que es la última cagada que me mando, en cuarentena 🤣",Juro ltima cagada mando cuarentena,"['juro', 'ltima', 'cagada', 'mando', 'cuarentena']","['jur', 'ltim', 'cag', 'mand', 'cuarenten']"
78608,78608,78608,"[,]",2020-05-11 15:49:02+00:00,Por suerte pararon un poco con la romantizacion de la cuarentena.,suerte pararon poco romantizacion cuarentena,"['suerte', 'pararon', 'poco', 'romantizacion', 'cuarentena']","['suert', 'par', 'poc', 'romantizacion', 'cuarenten']"
78651,78651,78651,"[,]",2020-05-11 15:51:17+00:00,"La cuarentena me agarró en plena búsqueda laborar, sabes quién en va a contratar después de la crisis que se viene",cuarentena agarr plena squeda laborar sabes contratar despu crisis viene,"['cuarentena', 'agarr', 'plena', 'squeda', 'laborar', 'sabes', 'contratar', 'despu', 'crisis', 'viene']","['cuarenten', 'agarr', 'plen', 'squed', 'labor', 'sab', 'contrat', 'despu', 'crisis', 'vien']"
78659,78659,78659,"[,]",2020-05-11 15:51:38+00:00,"La cuarentena me agarró en plena búsqueda laboral, sabes quién en va a contratar después de la crisis que se viene",cuarentena agarr plena squeda laboral sabes contratar despu crisis viene,"['cuarentena', 'agarr', 'plena', 'squeda', 'laboral', 'sabes', 'contratar', 'despu', 'crisis', 'viene']","['cuarenten', 'agarr', 'plen', 'squed', 'laboral', 'sab', 'contrat', 'despu', 'crisis', 'vien']"
78696,78696,78696,"[,]",2020-05-11 15:53:00+00:00,"A ver , la cuarentena en mi confirma que JUAN es todo lo que esta bien y lo amo cada día más ❤",cuarentena confirma JUAN todo esta bien cada,"['cuarentena', 'confirma', 'juan', 'todo', 'esta', 'bien', 'cada']","['cuarenten', 'confirm', 'juan', 'tod', 'esta', 'bien', 'cad']"
78746,78746,78746,"[,]",2020-05-11 15:55:27+00:00,"@MerryLevov Los años q se cumplen en cuarentena, no cuentan!",cumplen cuarentena cuentan,"['cumplen', 'cuarentena', 'cuentan']","['cumpl', 'cuarenten', 'cuent']"
78758,78758,78758,"[,]",2020-05-11 15:56:06+00:00,Xq todos se separan en cuarentena? Que vida rara de los famosos...,todos separan cuarentena vida rara famosos,"['todos', 'separan', 'cuarentena', 'vida', 'rara', 'famosos']","['tod', 'sep', 'cuarenten', 'vid', 'rar', 'famos']"
78789,78789,78789,"[,]",2020-05-11 15:58:28+00:00,No era que teníamos que cumplir la cuarentena? Porque ya veo muchas cuarentenitas en camino jajajaja,amos cumplir cuarentena Porque muchas cuarentenitas camino jajajaja,"['amos', 'cumplir', 'cuarentena', 'porque', 'muchas', 'cuarentenitas', 'camino', 'jajajaja']","['amos', 'cumpl', 'cuarenten', 'porqu', 'much', 'cuarentenit', 'camin', 'jajajaj']"
78793,78793,78793,"[,]",2020-05-11 15:58:44+00:00,@negroydecap Esos son solo los de la cuarentena!!!,Esos solo cuarentena,"['esos', 'solo', 'cuarentena']","['esos', 'sol', 'cuarenten']"
78801,78801,78801,"[,]",2020-05-11 15:59:06+00:00,Esta cuarentena de mierda le esta haciendo re mal a mi cabeza.,Esta cuarentena mierda esta haciendo cabeza,"['esta', 'cuarentena', 'mierda', 'esta', 'haciendo', 'cabeza']","['esta', 'cuarenten', 'mierd', 'esta', 'hac', 'cabez']"
78884,78884,78884,"[,]",2020-05-11 16:01:56+00:00,NC si rompieron la cuarentena xq en Júpiter se manejan de otra forma capás.. como paquete de pastillas..,rompieron cuarentena piter manejan otra forma como paquete pastillas,"['rompieron', 'cuarentena', 'piter', 'manejan', 'otra', 'forma', 'como', 'paquete', 'pastillas']","['romp', 'cuarenten', 'pit', 'manej', 'otra', 'form', 'com', 'paquet', 'pastill']"
78966,78966,78966,"[,]",2020-05-11 16:05:33+00:00,Cuando se levantó la cuarentena que no me entere ? 😳,Cuando levant cuarentena entere,"['cuando', 'levant', 'cuarentena', 'entere']","['cuand', 'levant', 'cuarenten', 'enter']"
79204,79204,79204,"[,]",2020-05-11 16:17:31+00:00,Este otoño es el mas soliado en años y nosotros estamos en cuarentena .,Este soliado nosotros estamos cuarentena,"['este', 'soliado', 'nosotros', 'estamos', 'cuarentena']","['este', 'soli', 'nosotr', 'estam', 'cuarenten']"
79351,79351,79351,"[,]",2020-05-11 16:24:42+00:00,@NachoNachomtb @TyCSports Si la vacuna tardará 18 meses tenemos q hacer cuarentena mientrastanto,vacuna tardar meses tenemos hacer cuarentena mientrastanto,"['vacuna', 'tardar', 'meses', 'tenemos', 'hacer', 'cuarentena', 'mientrastanto']","['vacun', 'tard', 'mes', 'ten', 'hac', 'cuarenten', 'mientrastant']"
79374,79374,79374,"[,]",2020-05-11 16:25:49+00:00,tengo pensado en sacarme fotos pero ya veo que voy a salir para el ojete en todas y ya ni m dan ganas; problemas de cuarentena,tengo pensado sacarme fotos pero salir para ojete todas ganas problemas cuarentena,"['tengo', 'pensado', 'sacarme', 'fotos', 'pero', 'salir', 'para', 'ojete', 'todas', 'ganas', 'problemas', 'cuarentena']","['teng', 'pens', 'sac', 'fot', 'per', 'sal', 'par', 'ojet', 'tod', 'gan', 'problem', 'cuarenten']"
79453,79453,79453,"[,]",2020-05-11 16:29:35+00:00,"Me dan unas ganas de violar la cuarentena cuando veo que se juntan cuando quieren, dónde quieren y con quién quieren lpmmmmmm!",unas ganas violar cuarentena cuando juntan cuando quieren quieren quieren lpmmmmmm,"['unas', 'ganas', 'violar', 'cuarentena', 'cuando', 'juntan', 'cuando', 'quieren', 'quieren', 'quieren', 'lpmmmmmm']","['unas', 'gan', 'viol', 'cuarenten', 'cuand', 'junt', 'cuand', 'quier', 'quier', 'quier', 'lpmmmmmm']"
79543,79543,79543,"[,]",2020-05-11 16:33:20+00:00,@Richardxv7 De Larreta? Y es que el nos mando a incumplir las normas preventivas de aislamiento social o cuarentena?,Larreta mando incumplir normas preventivas aislamiento social cuarentena,"['larreta', 'mando', 'incumplir', 'normas', 'preventivas', 'aislamiento', 'social', 'cuarentena']","['larret', 'mand', 'incumpl', 'norm', 'prevent', 'aislamient', 'social', 'cuarenten']"
79626,79626,79626,"[,]",2020-05-11 16:37:18+00:00,"@wholie7a Tranqui, no te voy a juzgar, lo que pasa entre vos y tu celular está más que bien, la cuarentena nos tiene así a todos ahre",Tranqui juzgar pasa entre celular bien cuarentena tiene todos ahre,"['tranqui', 'juzgar', 'pasa', 'entre', 'celular', 'bien', 'cuarentena', 'tiene', 'todos', 'ahre']","['tranqui', 'juzg', 'pas', 'entre', 'celul', 'bien', 'cuarenten', 'tien', 'tod', 'ahre']"
79658,79658,79658,"[,]",2020-05-11 16:38:52+00:00,Más de 200 nuevos casos por día y es cuando menos se está respetando la cuarentena. Que ignorantes que son,nuevos casos cuando menos respetando cuarentena ignorantes,"['nuevos', 'casos', 'cuando', 'menos', 'respetando', 'cuarentena', 'ignorantes']","['nuev', 'cas', 'cuand', 'men', 'respet', 'cuarenten', 'ignor']"
79674,79674,79674,"[,]",2020-05-11 16:39:50+00:00,Cuarentena dia 24: Se venden barbijos 😂,Cuarentena venden barbijos,"['cuarentena', 'venden', 'barbijos']","['cuarenten', 'vend', 'barbij']"
79687,79687,79687,"[,]",2020-05-11 16:40:16+00:00,Cuarentena dia 54: Se venden barbijos 🤣,Cuarentena venden barbijos,"['cuarentena', 'venden', 'barbijos']","['cuarenten', 'vend', 'barbij']"
79857,79857,79857,"[,]",2020-05-11 16:47:44+00:00,Estamos en cuarentena y siguen matando y violando a chicas ? lpm 🤦🏽‍♀️,Estamos cuarentena siguen matando violando chicas,"['estamos', 'cuarentena', 'siguen', 'matando', 'violando', 'chicas']","['estam', 'cuarenten', 'sig', 'mat', 'viol', 'chic']"
79989,79989,79989,"[,]",2020-05-11 16:58:07+00:00,@matiasvdefiesta Hasta La Bosta no gane la Libertadores no se termina la Cuarentena. O sea no salimos mas,Hasta Bosta gane Libertadores termina Cuarentena salimos,"['hasta', 'bosta', 'gane', 'libertadores', 'termina', 'cuarentena', 'salimos']","['hast', 'bost', 'gan', 'libert', 'termin', 'cuarenten', 'sal']"
80021,80021,80021,"[,]",2020-05-11 16:59:11+00:00,Todxs lxs que cumplen años en cuarentena reciben desayunos y pedidos de Rappi sorpresa. Yo seguro recibo como mucho un mensaje de mi mamá,Todxs cumplen cuarentena reciben desayunos pedidos Rappi sorpresa seguro recibo como mucho mensaje,"['todxs', 'cumplen', 'cuarentena', 'reciben', 'desayunos', 'pedidos', 'rappi', 'sorpresa', 'seguro', 'recibo', 'como', 'mucho', 'mensaje']","['todxs', 'cumpl', 'cuarenten', 'recib', 'desayun', 'ped', 'rappi', 'sorpres', 'segur', 'recib', 'com', 'much', 'mensaj']"
80056,80056,80056,"[,]",2020-05-11 17:00:30+00:00,Te pones en pedo en cuarentena y te das cuenta que no podes salir de tu casa.,pones pedo cuarentena cuenta podes salir casa,"['pones', 'pedo', 'cuarentena', 'cuenta', 'podes', 'salir', 'casa']","['pon', 'ped', 'cuarenten', 'cuent', 'pod', 'sal', 'cas']"
80090,80090,80090,"[,]",2020-05-11 17:01:56+00:00,La gente que se queja de la cuarentena pero sale como si nada???,gente queja cuarentena pero sale como nada,"['gente', 'queja', 'cuarentena', 'pero', 'sale', 'como', 'nada']","['gent', 'quej', 'cuarenten', 'per', 'sal', 'com', 'nad']"
80109,80109,80109,"[,]",2020-05-11 17:02:45+00:00,@Ines96501753 Bueno descansa....no rompas la cuarentena con el chonguito....besos mi amor despues nos hablamos,Bueno descansa rompas cuarentena chonguito besos amor despues hablamos,"['bueno', 'descansa', 'rompas', 'cuarentena', 'chonguito', 'besos', 'amor', 'despues', 'hablamos']","['buen', 'descans', 'romp', 'cuarenten', 'chonguit', 'bes', 'amor', 'despu', 'habl']"
80166,80166,80166,"[,]",2020-05-11 17:05:30+00:00,Dia 80 mil de cuarentena: mi novio está PELANDO a mi suegra ajajajajajajajaj dios,cuarentena novio PELANDO suegra ajajajajajajajaj dios,"['cuarentena', 'novio', 'pelando', 'suegra', 'ajajajajajajajaj', 'dios']","['cuarenten', 'novi', 'pel', 'suegr', 'ajajajajajajajaj', 'dios']"
80188,80188,80188,"[,]",2020-05-11 17:06:26+00:00,@leeihabiaga Despues de la cuarentena nos armamos un show juntos,Despues cuarentena armamos show juntos,"['despues', 'cuarentena', 'armamos', 'show', 'juntos']","['despu', 'cuarenten', 'armam', 'show', 'junt']"
80209,80209,80209,"[,]",2020-05-11 17:07:42+00:00,@barbi_atomica Harta estoy tengo muchas ganas de romper la cuarentena. Me siento la única boluda que la hace bien. 😤,Harta estoy tengo muchas ganas romper cuarentena siento nica boluda hace bien,"['harta', 'estoy', 'tengo', 'muchas', 'ganas', 'romper', 'cuarentena', 'siento', 'nica', 'boluda', 'hace', 'bien']","['hart', 'estoy', 'teng', 'much', 'gan', 'romp', 'cuarenten', 'sient', 'nic', 'bolud', 'hac', 'bien']"
80276,80276,80276,"[,]",2020-05-11 17:11:12+00:00,Bad Bunny suelta otro Disco súper perriable y seguimos en cuarentena... Solo dire eso,Bunny suelta otro Disco perriable seguimos cuarentena Solo dire,"['bunny', 'suelta', 'otro', 'disco', 'perriable', 'seguimos', 'cuarentena', 'solo', 'dire']","['bunny', 'suelt', 'otro', 'disc', 'perriabl', 'segu', 'cuarenten', 'sol', 'dir']"
80415,80415,80415,"[,]",2020-05-11 17:17:03+00:00,Una relación textual en cuarentena.,relaci textual cuarentena,"['relaci', 'textual', 'cuarentena']","['relaci', 'textual', 'cuarenten']"
80537,80537,80537,"[,]",2020-05-11 17:23:16+00:00,@arribaunrayo ventaja de la cuarentena para la vieja chusma del barrio porque ahora está desbordada de chusmerios,ventaja cuarentena para vieja chusma barrio porque ahora desbordada chusmerios,"['ventaja', 'cuarentena', 'para', 'vieja', 'chusma', 'barrio', 'porque', 'ahora', 'desbordada', 'chusmerios']","['ventaj', 'cuarenten', 'par', 'viej', 'chusm', 'barri', 'porqu', 'ahor', 'desbord', 'chusmeri']"
80605,80605,80605,"[,]",2020-05-11 17:26:57+00:00,"@julietaeme2002 Estarás comiendo como el orto jaja, yo desde que empezó la cuarentena debo haber subido un par. Venia bajando lpmqlp !!",Estar comiendo como orto jaja desde empez cuarentena debo haber subido Venia bajando lpmqlp,"['estar', 'comiendo', 'como', 'orto', 'jaja', 'desde', 'empez', 'cuarentena', 'debo', 'haber', 'subido', 'venia', 'bajando', 'lpmqlp']","['estar', 'com', 'com', 'orto', 'jaj', 'desd', 'empez', 'cuarenten', 'deb', 'hab', 'sub', 'veni', 'baj', 'lpmqlp']"
80613,80613,80613,"[,]",2020-05-11 17:27:19+00:00,Genial historia para cuarentena!!!,Genial historia para cuarentena,"['genial', 'historia', 'para', 'cuarentena']","['genial', 'histori', 'par', 'cuarenten']"
80699,80699,80699,"[,]",2020-05-11 17:31:43+00:00,Estoy llorando arriba del colectivo. Vamos esa cuarentena,Estoy llorando arriba colectivo Vamos cuarentena,"['estoy', 'llorando', 'arriba', 'colectivo', 'vamos', 'cuarentena']","['estoy', 'llor', 'arrib', 'colect', 'vam', 'cuarenten']"
80750,80750,80750,"[,]",2020-05-11 17:34:24+00:00,La piba que me gusta me desbloqueo después de un año y este año pasamos nuestra primera cuarentena juntos!,piba gusta desbloqueo despu este pasamos nuestra primera cuarentena juntos,"['piba', 'gusta', 'desbloqueo', 'despu', 'este', 'pasamos', 'nuestra', 'primera', 'cuarentena', 'juntos']","['pib', 'gust', 'desbloque', 'despu', 'este', 'pas', 'nuestr', 'primer', 'cuarenten', 'junt']"
80796,80796,80796,"[,]",2020-05-11 17:37:24+00:00,"Mi cuarentena se basó en ser maestra particular, secretaria y chef",cuarentena maestra particular secretaria chef,"['cuarentena', 'maestra', 'particular', 'secretaria', 'chef']","['cuarenten', 'maestr', 'particul', 'secretari', 'chef']"
80907,80907,80907,"[,]",2020-05-11 17:42:46+00:00,Es la segunda vez en esta cuarentena que sueño con la misma persona Y que el sueño se siente tan real 😱,segunda esta cuarentena misma persona siente real,"['segunda', 'esta', 'cuarentena', 'misma', 'persona', 'siente', 'real']","['segund', 'esta', 'cuarenten', 'mism', 'person', 'sient', 'real']"
80985,80985,80985,"[,]",2020-05-11 17:46:10+00:00,"Hola volví , rompí la cuarentena y estuve sábado y domingo tomando cerveza 🍻 perdón #Alberto perdón a mi hígado !",Hola volv romp cuarentena estuve bado domingo tomando cerveza perd #Alberto perd gado,"['hola', 'volv', 'romp', 'cuarentena', 'estuve', 'bado', 'domingo', 'tomando', 'cerveza', 'perd', '#alberto', 'perd', 'gado']","['hol', 'volv', 'romp', 'cuarenten', 'estuv', 'bad', 'doming', 'tom', 'cervez', 'perd', '#albert', 'perd', 'gad']"
80991,80991,80991,"[,]",2020-05-11 17:46:20+00:00,Nivel de cuarentena : me enganche con una serie que cuenta la historia del surgimiento del imperio otomano,Nivel cuarentena enganche serie cuenta historia surgimiento imperio otomano,"['nivel', 'cuarentena', 'enganche', 'serie', 'cuenta', 'historia', 'surgimiento', 'imperio', 'otomano']","['nivel', 'cuarenten', 'enganch', 'seri', 'cuent', 'histori', 'surgimient', 'imperi', 'otoman']"
81092,81092,81092,"[,]",2020-05-11 17:51:15+00:00,Hubieran avisado que se levantó la cuarentena. Yo en casa guardado como un campeón y todos en la calle #LindoPais,Hubieran avisado levant cuarentena casa guardado como campe todos calle #LindoPais,"['hubieran', 'avisado', 'levant', 'cuarentena', 'casa', 'guardado', 'como', 'campe', 'todos', 'calle', '#lindopais']","['hub', 'avis', 'levant', 'cuarenten', 'cas', 'guard', 'com', 'camp', 'tod', 'call', '#lindopais']"
81110,81110,81110,"[,]",2020-05-11 17:52:11+00:00,Yo pensaba q iba a tener una cuarentena tranquila y me pasaron 300 millones de cosas Jsjsjs,pensaba tener cuarentena tranquila pasaron millones cosas Jsjsjs,"['pensaba', 'tener', 'cuarentena', 'tranquila', 'pasaron', 'millones', 'cosas', 'jsjsjs']","['pens', 'ten', 'cuarenten', 'tranquil', 'pas', 'millon', 'cos', 'jsjsjs']"
81133,81133,81133,"[,]",2020-05-11 17:53:31+00:00,@tomiib_ @charlieputh Same bro! 🤩🤩 temazo para esta cuarentena 🕺🏻,Same temazo para esta cuarentena,"['same', 'temazo', 'para', 'esta', 'cuarentena']","['sam', 'temaz', 'par', 'esta', 'cuarenten']"
81251,81251,81251,"[,]",2020-05-11 17:58:35+00:00,"nunca fui tan sincera como en el tp que tuve que hacer respecto a cómo me sentia con todo esto de la cuarentena, me re fui a la mierda",nunca sincera como tuve hacer respecto sentia todo esto cuarentena mierda,"['nunca', 'sincera', 'como', 'tuve', 'hacer', 'respecto', 'sentia', 'todo', 'esto', 'cuarentena', 'mierda']","['nunc', 'sincer', 'com', 'tuv', 'hac', 'respect', 'senti', 'tod', 'esto', 'cuarenten', 'mierd']"
81401,81401,81401,"[,]",2020-05-11 18:06:30+00:00,"Nuestros abuelos chapeaban con la guerra, nosotros tenemos la cuarentena. O los que queden de nosotros.",Nuestros abuelos chapeaban guerra nosotros tenemos cuarentena queden nosotros,"['nuestros', 'abuelos', 'chapeaban', 'guerra', 'nosotros', 'tenemos', 'cuarentena', 'queden', 'nosotros']","['nuestr', 'abuel', 'chap', 'guerr', 'nosotr', 'ten', 'cuarenten', 'qued', 'nosotr']"
81509,81509,81509,"[,]",2020-05-11 18:11:41+00:00,Amigo que cuarentena del culo me autodeclaro en la fase 5,Amigo cuarentena culo autodeclaro fase,"['amigo', 'cuarentena', 'culo', 'autodeclaro', 'fase']","['amig', 'cuarenten', 'cul', 'autodeclar', 'fas']"
81512,81512,81512,"[,]",2020-05-11 18:11:47+00:00,Cuando termine la cuarentena 💖,Cuando termine cuarentena,"['cuando', 'termine', 'cuarentena']","['cuand', 'termin', 'cuarenten']"
81688,81688,81688,"[,]",2020-05-11 18:22:05+00:00,El Kun Agüero en twitch es lo mejor de la cuarentena 🤣,twitch mejor cuarentena,"['twitch', 'mejor', 'cuarentena']","['twitch', 'mejor', 'cuarenten']"
81791,81791,81791,"[,]",2020-05-11 18:27:11+00:00,"@eugemato Está cuarentena le pegó mal a muchos que ya tenían pocas luces, imagínate. Idiotas es ser suaves.",cuarentena muchos pocas luces imag nate Idiotas suaves,"['cuarentena', 'muchos', 'pocas', 'luces', 'imag', 'nate', 'idiotas', 'suaves']","['cuarenten', 'much', 'poc', 'luc', 'imag', 'nat', 'idiot', 'suav']"
81846,81846,81846,"[,]",2020-05-11 18:29:46+00:00,Como se mide el tiempo en cuarentena?,Como mide tiempo cuarentena,"['como', 'mide', 'tiempo', 'cuarentena']","['com', 'mid', 'tiemp', 'cuarenten']"
81966,81966,81966,"[,]",2020-05-11 18:35:45+00:00,"Rompiendo la cuarentena, he pasado en la calle hoy 😂",Rompiendo cuarentena pasado calle,"['rompiendo', 'cuarentena', 'pasado', 'calle']","['romp', 'cuarenten', 'pas', 'call']"
81992,81992,81992,"[,]",2020-05-11 18:37:18+00:00,"extraño demasiado a mis abuelos y la comida riquísima que cocinan, la próxima cuarentena la paso con ellos",extra demasiado abuelos comida riqu sima cocinan xima cuarentena paso ellos,"['extra', 'demasiado', 'abuelos', 'comida', 'riqu', 'sima', 'cocinan', 'xima', 'cuarentena', 'paso', 'ellos']","['extra', 'demasi', 'abuel', 'com', 'riqu', 'sim', 'cocin', 'xim', 'cuarenten', 'pas', 'ellos']"
82026,82026,82026,"[,]",2020-05-11 18:39:55+00:00,Hasta en cuarentena son horribles los lunes,Hasta cuarentena horribles lunes,"['hasta', 'cuarentena', 'horribles', 'lunes']","['hast', 'cuarenten', 'horribl', 'lun']"
82191,82191,82191,"[,]",2020-05-11 18:49:19+00:00,Cris morena haciendo rebelde way en cuarentena,Cris morena haciendo rebelde cuarentena,"['cris', 'morena', 'haciendo', 'rebelde', 'cuarentena']","['cris', 'moren', 'hac', 'rebeld', 'cuarenten']"
82221,82221,82221,"[,]",2020-05-11 18:50:41+00:00,@g_yubari Valora que cumple la cuarentena a rajatabla 😂😂😂,Valora cumple cuarentena rajatabla,"['valora', 'cumple', 'cuarentena', 'rajatabla']","['valor', 'cumpl', 'cuarenten', 'rajatabl']"
82226,82226,82226,"[,]",2020-05-11 18:50:52+00:00,@jrochaga @fargosi La abstinencia de la blanca hace estragos. Levanten ya la cuarentena asi le llega su provisión normalmente.,abstinencia blanca hace estragos Levanten cuarentena llega provisi normalmente,"['abstinencia', 'blanca', 'hace', 'estragos', 'levanten', 'cuarentena', 'llega', 'provisi', 'normalmente']","['abstinent', 'blanc', 'hac', 'estrag', 'levant', 'cuarenten', 'lleg', 'provisi', 'normal']"
82256,82256,82256,"[,]",2020-05-11 18:52:31+00:00,Algún tip para bajar la papada ? 🙄 Por qué con la cuarentena me fui a la mierda de peso,para bajar papada cuarentena mierda peso,"['para', 'bajar', 'papada', 'cuarentena', 'mierda', 'peso']","['par', 'baj', 'pap', 'cuarenten', 'mierd', 'pes']"
